datetime,count
2011-01-20 00:00:00,11.57
2011-01-20 01:00:00,4.55
2011-01-20 02:00:00,3.54
2011-01-20 03:00:00,3.39
2011-01-20 04:00:00,2.97
2011-01-20 05:00:00,6.92
2011-01-20 06:00:00,38.59
2011-01-20 07:00:00,107.72
2011-01-20 08:00:00,244.49
2011-01-20 09:00:00,135.88
2011-01-20 10:00:00,62.78
2011-01-20 11:00:00,63.16
2011-01-20 12:00:00,90.4
2011-01-20 13:00:00,76.7
2011-01-20 14:00:00,85.66
2011-01-20 15:00:00,86.59
2011-01-20 16:00:00,98.33
2011-01-20 17:00:00,200.47
2011-01-20 18:00:00,180.91
2011-01-20 19:00:00,101.87
2011-01-20 20:00:00,70.52
2011-01-20 21:00:00,49.91
2011-01-20 22:00:00,46.02
2011-01-20 23:00:00,26.93
2011-01-21 00:00:00,14.83
2011-01-21 01:00:00,6.95
2011-01-21 02:00:00,4.34
2011-01-21 03:00:00,2.15
2011-01-21 04:00:00,2.05
2011-01-21 05:00:00,3.82
2011-01-21 06:00:00,36.36
2011-01-21 07:00:00,100.94
2011-01-21 08:00:00,206.85
2011-01-21 09:00:00,132.21
2011-01-21 10:00:00,50.64
2011-01-21 11:00:00,63.8
2011-01-21 12:00:00,73.68
2011-01-21 13:00:00,69.6
2011-01-21 14:00:00,67.19
2011-01-21 15:00:00,66.54
2011-01-21 16:00:00,81.01
2011-01-21 17:00:00,155.62
2011-01-21 18:00:00,156.64
2011-01-21 19:00:00,103.81
2011-01-21 20:00:00,68.68
2011-01-21 21:00:00,48.27
2011-01-21 22:00:00,32.85
2011-01-21 23:00:00,21.68
2011-01-22 00:00:00,25.97
2011-01-22 01:00:00,18.9
2011-01-22 02:00:00,14.36
2011-01-22 03:00:00,7.5
2011-01-22 04:00:00,2.79
2011-01-22 06:00:00,4.69
2011-01-22 07:00:00,17.07
2011-01-22 08:00:00,25.64
2011-01-22 09:00:00,37.531666666666666
2011-01-22 10:00:00,58.48
2011-01-22 11:00:00,58.5
2011-01-22 12:00:00,74.54
2011-01-22 13:00:00,75.845
2011-01-22 14:00:00,73.92
2011-01-22 15:00:00,72.81
2011-01-22 16:00:00,73.07
2011-01-22 17:00:00,76.795
2011-01-22 18:00:00,60.24
2011-01-22 19:00:00,38.52
2011-01-22 20:00:00,42.76
2011-01-22 21:00:00,39.36
2011-01-22 22:00:00,29.32
2011-01-22 23:00:00,21.52
2011-01-23 00:00:00,28.15
2011-01-23 01:00:00,19.67
2011-01-23 02:00:00,14.32
2011-01-23 03:00:00,12.426666666666666
2011-01-23 05:00:00,3.2
2011-01-23 06:00:00,3.0
2011-01-23 07:00:00,8.0
2011-01-23 08:00:00,16.89
2011-01-23 09:00:00,29.59166666666667
2011-01-23 10:00:00,54.21
2011-01-23 11:00:00,57.72
2011-01-23 12:00:00,71.05
2011-01-23 13:00:00,70.37
2011-01-23 14:00:00,71.79
2011-01-23 15:00:00,70.88
2011-01-23 16:00:00,73.5
2011-01-23 17:00:00,72.9
2011-01-23 18:00:00,68.77
2011-01-23 19:00:00,43.81
2011-01-23 20:00:00,33.77
